station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Battersea Park,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Finchley Central,0,0,3,37,20,0,0,0,0,102,189,0,0,25,7,432,21,3,0,16,0,0,0,0,0,44,10,5,42,8,0,40,31,2,0,0,1,0,0,12,0,3,0,0,0,0,0,0,0,2,0,0,0,166,5,79,3,3,0,0,0,0,0,17,93,105,0,0,0,0,1,0,2,0,0,4,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,3,126,3,0,1,0,2,26,0,27,0,0,39,0,0,0,165,0,0,76,0,0,0,13,0,0,7,0,2,0,14,1,0,142,0,0,0,2,75,2,0,15,0,0,0,0,0,42,23,0,2,0,0,0,0,1,0,1,0,2,1,4,0,0,227,22,0,41,91,0,65,8,2,0,0,0,1,1,0,0,5,0,0,0,0,3,0,0,0,260,0,0,0,0,0,0,0,188,0,28,6,7,8,0,1,124,0,1,0,0,0,0,65,168,0,0,0,0,0,0,15,23,0,7,16,67,0,298,2,88,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,17,0,209,2,12,137,41,0,5,0,0,2,16,20,0,2,0,0,0,0,0,6,1,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,0,12,0,0,18,0,0,0,24,0,0,2,0,0,61,0,0,0,0,9,1,0,0,0,3,0,57,3,44,2,0,0,0,1,2,0,0,41,0,0,0,0,0,0,0,13,0,0,1,9,212,8,43,0,37,65,0,5,1,0,0,0,0,2,2,52,200,6,0,0,0,0,0,207,2,182,0,0,0,0,4,0,7,0,7,2,0,0,0,6,0,0,2,0,38,27,0,6,0,0,0,0,3,1,0,0,0,87,0,6268
Finchley Road,0,0,0,125,2,0,0,4,0,8,0,0,0,189,1,60,111,0,0,3,0,0,0,0,0,0,9,3,26,2,0,192,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,3,0,0,0,1,31,292,26,13,0,17,0,0,8,0,36,31,1,0,0,0,0,7,1,0,0,2,1,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,7,1,0,0,0,2,7,0,22,0,12,0,0,12,0,0,0,0,139,0,255,0,0,0,4,0,0,2,0,0,0,6,0,0,0,0,0,0,157,146,1,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,83,0,1,0,0,2,2,0,0,0,14,0,3,0,5,66,6,2,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,26,0,0,0,126,31,22,4,3,2,0,4,7,0,0,0,0,0,0,266,140,0,0,0,0,1,0,22,7,0,16,3,0,26,229,0,0,0,9,0,0,0,2,1,15,5,0,0,0,74,31,8,0,10,0,18,0,3,40,71,0,2,0,0,0,36,6,12,1,0,0,15,0,0,3,0,0,10,5,3,7,0,0,6,0,18,0,0,0,0,1,0,1,0,7,6,0,5,0,0,3,0,0,0,17,0,0,1,0,0,45,0,0,0,0,0,0,0,1,0,69,0,24,31,39,0,0,17,0,1,2,0,0,21,0,0,2,0,0,9,0,25,0,0,0,4,38,4,0,0,10,0,0,0,1,0,0,0,0,2,103,22,115,1,0,0,0,0,0,0,0,83,11,0,0,0,220,0,2,0,0,5,52,5,0,0,0,0,2,0,104,10,0,3,14,0,0,0,3,6,0,0,0,0,0,4738
Finchley Road & Frognal,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,22,0,86,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,58,37,0,14,4,0,0,0,104,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,26,0,0,0,39,43,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,82,0,0,0,0,0,0,0,0,0,0,4,0,35,0,0,0,0,0,0,0,0,0,1136
Finsbury Park,0,0,19,156,39,0,6,1,0,34,1,31,8,181,20,262,105,0,1,73,0,0,0,0,0,21,27,10,4,156,0,112,32,10,45,0,4,5,0,188,0,5,0,0,0,0,4,0,0,72,0,0,0,19,8,272,37,4,0,2,0,0,0,20,49,87,0,0,0,0,14,7,27,0,0,19,16,0,12,18,11,279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,42,5,69,16,2,1,0,15,2,7,118,0,80,0,0,54,0,0,0,446,12,1,1800,5,17,0,0,0,0,54,0,2,0,95,16,12,22,0,0,0,52,590,10,0,43,0,0,0,0,1,250,18,0,27,9,0,0,1,14,0,6,0,7,11,31,22,0,1,93,0,3659,1,0,843,46,43,0,0,0,7,9,6,0,53,0,0,0,0,12,1,0,0,16,0,0,6,3,0,8,0,2403,1,131,46,50,26,0,30,258,0,0,0,0,0,0,126,147,0,0,1,17,22,0,4,105,0,70,22,3,0,70,10,21,0,5,0,0,0,43,1,51,0,2,12,4,15,3,2,0,89,15,19,4,30,1442,246,12,30,0,0,6,279,371,2,1,0,0,0,0,0,35,10,0,3,31,16,1,0,3,9,31,0,0,0,0,0,24,0,0,1,1,303,0,374,0,0,99,9,0,0,132,0,0,14,0,3,276,0,0,3,0,10,0,0,9,50,112,0,112,30,73,13,0,6,0,9,48,0,1,3,0,0,1,0,0,21,0,6,0,0,14,50,65,362,1,0,33,0,0,21,49,0,0,0,0,1,20,870,1852,227,0,0,0,0,0,836,12,241,1,0,0,0,37,6,29,0,0,2,8,0,0,14,0,0,30,0,184,148,0,0,6,3,16,4,113,18,0,0,0,2,0,24735
Forest Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405
Forest Hill,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,9,0,1149,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,1,6,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,108,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,2430
Fulham Broadway,0,0,4,1,51,0,0,0,0,9,2,1,0,23,0,146,7,2,0,2,0,16,0,0,0,0,5,2,141,0,0,38,2,4,0,0,1,0,0,6,0,2,0,0,0,0,0,0,0,5,0,0,0,10,5,118,6,86,0,0,0,0,0,0,20,2,0,0,0,0,10,0,1,0,0,0,1,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,27,0,1,0,0,45,0,0,70,0,15,0,0,73,0,0,0,23,6,0,15,2,0,0,7,0,0,0,0,0,0,29,1,0,11,0,0,0,12,101,3,0,16,0,0,0,0,0,23,0,0,2,1,0,0,0,0,0,2,0,3,3,6,0,0,0,42,0,9,0,0,59,3,2,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,68,0,18,1,2,0,0,0,23,0,1,0,1,0,0,56,57,0,0,0,2,2,0,188,15,0,3,2,0,0,20,0,3,0,0,0,0,0,2,0,8,0,0,6,1,1,0,0,0,32,0,46,0,2,92,100,7,12,0,0,1,71,8,0,0,0,0,0,0,0,27,1,0,0,0,6,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,1,0,0,0,39,0,0,2,0,1,42,0,0,0,0,0,0,0,25,1,21,0,65,7,6,1,0,0,0,4,2,0,0,16,0,0,1,0,0,2,0,70,0,0,0,0,20,8,0,0,51,0,0,6,0,0,0,0,0,0,7,25,34,2,0,0,0,0,0,37,1,14,0,0,0,0,3,0,77,0,0,1,0,0,0,0,0,0,1,0,41,8,0,26,0,0,266,21,2,0,0,0,0,0,0,3289
Gallions Reach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,636
Gants Hill,0,0,5,10,43,0,1,0,0,32,6,0,0,23,2,296,50,1,24,5,0,0,0,0,0,1,21,93,10,0,0,98,13,1,0,0,5,1,0,12,0,10,0,0,0,2,1,0,0,2,0,0,0,6,44,190,73,1,0,1,0,0,0,2,127,16,0,0,4,0,2,0,6,0,0,3,2,0,0,7,2,7,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,22,0,8,4,1,12,0,1,0,1,15,0,31,1,0,23,0,0,10,16,31,7,66,4,6,0,8,0,0,9,0,0,0,13,4,0,9,0,0,2,14,29,1,0,4,0,0,0,0,14,19,4,0,2,1,0,0,0,3,0,1,0,0,1,3,10,0,0,15,0,0,2,0,124,6,4,0,0,0,1,2,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,2,0,3,0,51,1,24,1,2,24,0,1,14,0,62,0,84,0,0,382,95,0,0,8,2,1,0,0,55,0,18,78,0,0,10,4,4,0,0,0,0,16,15,0,33,0,0,1,0,5,0,1,0,16,0,27,2,7,110,27,0,2,0,0,2,18,12,0,3,0,0,0,0,0,3,2,0,2,11,1,0,0,11,5,4,0,5,0,0,0,0,0,0,0,0,14,0,2,0,0,46,0,0,0,13,7,0,1,0,0,26,0,0,0,0,5,7,0,0,3,34,0,60,8,230,0,0,1,0,27,5,0,1,835,0,0,0,0,0,7,0,4,0,2,3,13,78,0,0,0,36,0,0,2,1,0,0,0,0,9,5,34,86,0,0,0,59,0,0,18,3,119,0,0,0,2,13,2,5,0,0,9,4,0,0,4,0,0,2,0,45,19,0,193,1,1,6,0,2,0,0,11,0,0,0,5243
Gidea Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,15,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409
Gloucester Road,0,0,12,19,46,0,2,0,0,21,2,0,0,34,5,175,14,3,0,24,0,11,0,0,1,2,6,7,205,1,0,43,3,6,0,0,3,0,0,12,0,2,0,0,0,0,0,0,0,6,0,0,0,19,14,223,7,155,0,0,0,0,0,1,16,1,0,0,0,0,9,0,3,0,0,0,1,0,0,2,0,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,2,19,2,0,4,0,16,0,1,40,0,12,0,0,80,0,0,0,43,2,0,22,2,2,0,7,0,0,31,0,0,0,0,0,1,16,0,0,0,7,200,1,0,36,0,0,0,0,0,153,2,0,1,0,0,0,0,1,0,3,0,10,18,44,3,0,0,34,0,16,1,0,102,4,4,0,0,0,1,6,2,0,32,0,0,0,0,3,0,0,0,4,0,0,4,0,0,2,0,135,0,36,2,4,0,0,1,52,0,1,0,0,0,0,126,69,0,0,0,3,1,0,248,10,0,14,4,1,1,37,0,6,0,0,0,0,1,6,1,13,0,0,9,0,2,0,0,0,41,0,31,7,2,74,111,3,17,0,0,1,161,12,0,1,0,0,0,0,0,18,1,0,0,0,48,0,0,0,19,61,0,0,0,0,0,0,0,0,1,0,79,0,7,0,0,5,1,0,0,107,0,0,5,0,1,20,0,0,0,0,0,0,0,6,0,26,0,149,7,11,8,0,1,0,3,2,0,0,21,0,0,0,0,0,4,0,109,0,0,1,5,22,6,0,0,101,0,0,12,1,0,0,0,0,3,7,26,110,5,0,0,0,0,0,47,2,31,0,0,0,0,8,0,23,0,0,2,3,0,0,7,0,0,0,0,105,11,0,38,2,0,61,2,2,1,0,1,0,0,0,4779
Golders Green,0,0,1,38,14,0,0,0,0,107,12,0,1,9,4,328,10,1,0,6,0,0,0,0,0,150,6,4,38,6,0,33,22,0,1,0,1,4,0,8,0,0,0,0,0,0,62,0,0,3,0,0,0,157,9,40,1,7,0,0,0,0,0,52,69,75,0,0,0,0,0,0,7,0,0,1,3,0,0,90,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,2,0,0,1,0,97,8,0,24,0,0,44,0,0,0,149,0,0,87,0,0,0,8,0,0,6,0,1,0,18,0,0,112,0,0,0,0,69,1,0,2,0,0,0,0,0,33,279,0,0,0,0,0,0,0,0,0,0,1,1,2,20,0,3,9,0,32,4,0,65,3,7,0,0,0,1,1,0,0,8,0,0,0,0,7,0,0,0,40,0,0,1,0,0,0,0,150,0,29,2,3,8,0,2,103,0,1,0,2,0,0,42,131,0,0,0,0,6,0,13,18,0,2,6,0,0,259,2,72,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,10,0,222,0,12,96,21,0,3,0,0,0,16,21,0,1,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,24,0,0,12,0,0,0,19,2,0,2,0,0,42,0,0,0,0,5,0,0,1,2,7,0,34,0,41,2,0,0,0,5,3,0,0,21,0,0,0,0,0,0,0,14,0,0,4,15,187,8,0,0,21,9,0,2,2,0,0,0,0,0,0,24,119,8,0,0,0,0,0,142,0,128,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,22,12,0,14,0,0,0,0,4,0,0,0,0,0,0,4792
Goldhawk Road,0,0,0,21,11,0,0,0,0,11,1,0,0,85,0,2,54,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,2,0,0,57,0,4,0,0,1,0,0,0,0,83,0,128,0,6,0,2,0,0,2,0,0,0,24,0,0,0,0,0,0,84,10,0,0,1,0,0,0,0,0,48,1,0,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,6,48,0,0,0,24,2,0,0,0,0,0,0,60,7,0,0,0,0,0,0,0,0,0,1,0,0,0,65,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,0,1,0,0,0,8,0,0,1,134,0,8,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,24,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,1,0,0,17,0,0,0,0,0,0,0,1,0,8,0,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,2,0,0,3,0,0,29,0,3,0,0,6,0,0,6,0,3,11,0,0,0,0,0,1347
